基金名稱,類型,幣別,群益金鼎證券,兆豐證券,國泰證券,永豐金證券,康和證券,好好證券,元大證券,容海投顧,華南永昌證券,遠智證券,鉅亨投顧,新光投信,宏利投信,基富通證券,凱基證券,台銀證券,統一證券,台新證券,安睿宏觀投顧,富邦證券,日盛證券,元富證券,合庫證券,中租投顧,台新投信,柏瑞投信,核聚投顧
高盛歐元高股息,前收月配,對沖美元,INGIEHDD,NNEHDXDUSDH,X,"72C0051T(台幣申購)
72C0051U(美元申購)",X,●,●,V,04003UD,●,B33168,X,X,033008,ING076,X,"T15049TM(台幣申購)
T15049UM(美元申購)",NN52,●,"FM030015 (信託平台)
A00320000015 (複委託平台)",33006,"FI11036T(台幣配現)
FI11036U(外幣配現)",X,5023,X,X,LU1028811179
高盛歐元高股息,前收月配,歐元,INGIEHDDU,NNEHDXDEUR,X,"72C0047T(台幣申購)
72C0047E(歐元申購)",X,●,●,V,04003ED,●,B33158,X,X,033020,ING064,X,"T15046TM(台幣申購)
T15046EM(歐元申購)",NN55,●,"FM030014 (信託平台)
A00320000014 (複委託平台)",33008,"FI11034T(台幣配現)
FI11034U(外幣配現)",X,5004,X,X,LU0976923945
高盛歐元高股息,前收月配,對沖澳幣,INGIEHDDA,NNEHDXDAUDH,X,"72C0048T(台幣申購)
72C0048A(澳幣申購)",X,●,WMF001686,V,04003AD,●,B33159,X,X,033019,ING063,X,"T15045TM(台幣申購)
T15045AM(澳幣申購)",NN53,●,"FM030013 (信託平台)
A00320000013 (複委託平台)",33007,"FI11035T(台幣配現)
FI11035U(外幣配現)",X,5005,X,X,LU0976924083
高盛歐元高股息,後收月配,對沖美元,NNEHDYDUSDH,NNEHDYDUSD,X,"91Y0021T(台幣申購)
91Y0021U(美元申購)",X,X,WMF004025,V,●,X,●,X,X,X,NNEHDYDUH,X,X,X,●,FM620005 (信託平台),●,"FI43028T(台幣後收)
FI43028U(外幣後收)",X,●,X,X,LU1028811765
高盛歐元高股息,後收月配,歐元,NNEHDYDEUR,NNEHDYDEUR,X,"91Y0022T(台幣申購)
91Y0022E(歐元申購)",X,X,WMF004027,V,●,X,●,X,X,X,NNEHDYDEUR,X,X,X,●,●,●,"FI43030T(台幣後收)
FI43030U(外幣後收)",X,●,X,X,LU1028812060
高盛歐元高股息,後收月配,對沖澳幣,NNEHDYDAUDH,NNEHDYDAUD,X,"91Y0020T(台幣申購)
91Y0020A(澳幣申購)",X,X,WMF004026,V,●,X,●,X,X,X,NNEHDYDAH,X,X,X,●,●,●,"FI43029T(台幣後收)
FI43029U(外幣後收)",X,●,X,X,LU1028811419
高盛歐洲股票,前收累積,歐元,INGIEUE,NNEEXEUR,X,"72C0003T(台幣申購)
72C0003E(歐元申購)",X,●,WMF000963,V,04005E,●,B33004,X,X,033018,ING005,X,"T15001TN(台幣申購)
T15001EN(歐元申購)",NN56,●,"FM030012 (信託平台)
A00320000012 (複委託平台)",33011,"FI10005T(台幣再投資)
FI10005U(外幣再投資)",X,4990,X,X,LU0113304017
高盛環球非投資等級債券,前收累積,美元,INGRGHYS,NNGHYXUSD,X,"72C0028T(台幣申購)
72C0028U(美元申購)",X,●,WMF000986,V,04019U,●,B33080,X,X,033045,ING034,X,"T15026TN(台幣申購)
T15026UN(美元申購)",NN59,●,"FM030039 (信託平台)
A00320000039 (複委託平台)",33055,"FI10027T(台幣再投資)
FI10027U(外幣再投資)",X,4935,X,X,LU0546919712
高盛環球非投資等級債券,前收累積,對沖歐元,INGRGHYHU,NNGHYXEURH,X,"72C0032T(台幣申購)
72C0032E(歐元申購)",X,●,WMF000984,V,04019E,●,B33011,X,X,033044,ING032,X,"T15006TN(台幣申購)
T15006EN(歐元申購)",NN63,●,"FM030038 (信託平台)
A00320000038 (複委託平台)",33054,"FI10026T(台幣再投資)
FI10026U(外幣再投資)",X,4936,X,X,LU0548664886
高盛環球非投資等級債券,前收月配,美元,INGRGHYD,NNGHYXDUSD,X,"72C0034T(台幣申購)
72C0034U(美元申購)",X,●,WMF000985,V,04019UD,●,B33081,X,X,033042,ING033,X,"T15025TM(台幣申購)
T15025UM(美元申購)",NN60,V,"FM030036 (信託平台)
A00320000036 (複委託平台)",33050,"FI10034T(台幣再投資)
FI10034U(外幣再投資)
FI11003T(台幣配現)
FI11003U(外幣配現)",X,4943,X,X,LU0555026847
高盛環球非投資等級債券,前收月配,對沖美元,INGRGHYHDD,NNGHYXDUSDH,X,"72C0053T(台幣申購)
72C0053U(美元申購)",X,●,WMF002074,V,04019UHD,●,B33173,X,X,033043,NNGHYXDUSD,X,"T15051TM(台幣申購)
T15051UM(美元申購)",NN62,●,"FM030037 (信託平台)
A00320000037 (複委託平台)",33052,"FI11019T(台幣配現)
FI11019U(外幣配現)",X,5024,X,X,LU1121988494
高盛環球非投資等級債券,前收月配,對沖歐元,INGRGHYHDU,NNGHYXDEURH,X,"72C0029T(台幣申購)
72C0029E(歐元申購)",X,●,WMF000983,V,04019ED,●,B33060,X,X,"
033041",ING031,X,"T15017TM(台幣申購)
T15017EM(歐元申購)",NN64,●,"FM030035 (信託平台)
A00320000035 (複委託平台)",33053,"FI10033T(台幣再投資)
FI10033U(外幣再投資)
FI11002T(台幣配現)
FI11002U(外幣配現)",X,4944,X,X,LU0546919985
高盛環球非投資等級債券,前收月配,對沖澳幣,INGRGHYDA,NNGHYXDAUDH,X,"72C0040T(台幣申購)
72C0040A(澳幣申購)",X,●,WMF001384,V,04019AD,●,B33146,X,X,033011,ING059,X,"T15039TM(台幣申購)
T15039AM(澳幣申購)",NN65,●,"FM030034 (信託平台)
A00320000034 (複委託平台)",33051,"FI10032T(台幣再投資)
FI10032U(外幣再投資)
FI11001T(台幣配現)
FI11001U(外幣配現)",X,4945,X,X,LU0809294803
高盛環球非投資等級債券,前收月配,對沖南非幣,NNGHYXDZARH,NNGHYXDZARH,X,"72C0067T(台幣申購)
72C0067Z(南非幣申購)",X,●,WMF004225,V,●,●,B33205,X,X,033067,NNGHYXDZAR,X,"T15068TM(台幣申購)
T15068ZM(南非幣申購)",NN61,●,"A00320000065(複委託平台)
FM030065 (信託平台)",33056,"FI11020T(台幣配現)
FI11020U(外幣配現)",X,4937,X,X,●
高盛環球非投資等級債券,後收月配,美元,NNGHYYDUSD,NNGHYYDUSD,X,"91Y0013T(台幣申購)
91Y0013U(美元申購)",X,X,WMF004028,V,●,X,●,X,X,X,NNGHYYDUSD,X,X,X,●,FM620004 (信託平台),●,"FI43014T(台幣後收)
FI43014U(外幣後收)",X,●,X,X,LU0756537196
高盛環球非投資等級債券,後收月配,對沖美元,NNGHYYDUSDH,NNGHYYDUSH,X,"91Y0029T(台幣申購)
91Y0029U(美元申購)",X,X,WMF004029,V,●,X,●,X,X,X,NNGHYYDUH,X,X,X,●,FM620002 (信託平台),●,"FI43016T(台幣後收)
FI43016U(外幣後收)",X,●,X,X,LU1121988650
高盛環球非投資等級債券,後收月配,對沖澳幣,NNGHYYDAUDH,NNGHYYDAUD,X,"91Y0017T(台幣申購)
91Y0017A(澳幣申購)",X,X,WMF004030,V,●,X,●,X,X,X,NNGHYYDAUH,X,X,X,●,●,●,"FI43015T(台幣後收)
FI43015U(外幣後收)",X,●,X,X,LU0846844651
高盛環球非投資等級債券,後收月配,對沖南非幣,NNGHYYDZARH,NNGHYYDZAR,X,"91Y0042T(台幣申購)
91Y0042Z(南非幣申購)",X,X,WMF004226,V,X,X,X,X,X,X,NNGHYYDZAR,X,X,X,●,FM620003 (信託平台),X,"FI43017T(台幣後收)
FI43017U(外幣後收)",X,X,X,X,X
高盛環球高股息,前收累積,美元,INGIGHDS,NNGHDXUSD,X,"72C0014T(台幣申購)
72C0014U(美元申購)",X,●,WMF000960,V,04008U,●,B33049,X,X,033040,ING002,X,"T15015TN(台幣申購)
T15015UN(美元申購)",NN66,V,"FM030033 (信託平台)
A00320000033 (複委託平台)",33018,"FI10002T(台幣再投資)
FI10002U(外幣再投資)",X,4994,X,X,LU0205423220
高盛環球高股息,前收累積,歐元,INGIGHD,NNGHDXEUR,X,"72C0013T(台幣申購)
72C0013E(歐元申購)",X,●,WMF000959,V,04008E,●,B33008,X,X,033039,ING001,X,"T15007TN(台幣申購)
T15007EN(歐元申購)",NN69,●,"FM030032 (信託平台)
A00320000032 (複委託平台)",33015,"FI10001T(台幣再投資)
FI10001U(外幣再投資)",X,4995,X,X,LU0146259923
高盛環球高股息,前收月配,美元,INGIGHDD,NNGHDXDUSD,X,"72C0049T(台幣申購)
72C0049U(美元申購)",X,●,WMF001688,V,04008UD,●,B33160,X,X,033038,ING065,X,"T15047TM(台幣申購)
T15047UM(美元申購)",NN67,V,"FM030031 (信託平台)
A00320000031 (複委託平台)",33016,"FI11037T(台幣配現)
FI11037U(外幣配現)",X,5006,X,X,LU0976924166
高盛環球高股息,前收月配,對沖澳幣,INGIGHDDA,NNGHDXDAUDH,X,"72C0050T(台幣申購)
72C0050A(澳幣申購)",X,●,WMF001689,V,04008AD,●,B33161,X,X,033037,ING066,X,"T15048TM(台幣申購)
T15048AM(澳幣申購)",NN68,●,"FM030030 (信託平台)
A00320000030 (複委託平台)",33017,"FI11038T(台幣配現)
FI11038U(外幣配現)",X,5008,X,X,LU0976924240
高盛環球高股息,後收月配,美元,NNGHDYDUSD,NNGHDYDUSD,X,"91Y0024T(台幣申購)
91Y0024U(美元申購)",X,X,WMF004031,V,●,X,●,X,X,X,NNGHDYDUSD,X,X,X,●,●,●,"FI43031T(台幣後收)
FI43031U(外幣後收)",X,●,X,X,LU1028812730
高盛環球高股息,後收月配,對沖澳幣,NNGHDYDAUDH,NNGHDYDAUD,X,"91Y0023T(台幣申購)
91Y0023A(澳幣申購)",X,X,WMF004032,V,●,X,●,X,X,X,NNGHDYDAH,X,X,X,●,●,●,"FI43032T(台幣後收)
FI43032U(外幣後收)",X,●,X,X,LU1028812490
高盛邊境市場債券,前收累積,美元,●,NNFMDHXUSD,X,"72C0062T(台幣申購)
72C0062U(美元申購)",X,●,●,V,●,●,B33193,X,X,033063,NNFMDHXUSD,X,"T15062TN(台幣申購)
T15062UN(美元申購)",NN70,●,FM030062 (信託平台),●,"FI11021T(台幣配現)
FI11021U(外幣配現)",X,5032,X,X,X
高盛邊境市場債券,前收累積,對沖歐元,●,NNFMDHXEURH,X,"72C0061T(台幣申購)
72C0061E(歐元申購)",X,●,●,V,●,●,B33190,X,X,033062,NNFMDHXEH,X,"T15064TN(台幣申購)
T15064EN(歐元申購)",NN73,●,●,●,"FI11041T(台幣配現)
FI11041U(外幣配現)",X,5033,X,X,X
高盛邊境市場債券,前收月配,美元,●,NNFMDHXDUSD,X,"72C0063T(台幣申購)
72C0063U(美元申購)",X,●,●,V,●,●,B33194,X,X,033064,NNFMDHXDUS,X,"T15066TM(台幣申購)
T15066UM(美元申購)",NN71,●,FM030063 (信託平台),●,"FI11022T(台幣配現)
FI11022U(外幣配現)",X,5034,X,X,X
高盛邊境市場債券,前收月配,對沖澳幣,●,NNFMDHXDAUDH,X,"72C0064T(台幣申購)
72C0064A(澳幣申購)",X,●,●,V,●,●,B33197,X,X,033065,NNFMDHXDAH,X,"T15065TM(台幣申購)
T15065AM(澳幣申購)",NN74,●,●,●,"FI11023T(台幣配現)
FI11023U(外幣配現)",X,5035,X,X,X
高盛邊境市場債券,前收月配,對沖南非幣,●,NNFMDHXDZARH,X,"72C0065T(台幣申購)
72C0065Z(南非幣申購)",X,●,●,V,●,●,B33199,X,X,033066,NNFMDHXDZH,X,"T15063TM(台幣申購)
T15063ZM(南非幣申購)",NN72,●,●,●,"FI11024T(台幣配現)
FI11024U(外幣配現)",X,5036,X,X,X
高盛邊境市場債券,後收累積,美元,NNFMDHYUSD,NNFMDHYUSD,X,"91Y0037T(台幣申購)
91Y0037U(美元申購)",X,X,X,V,X,X,X,X,X,●,NNFMDHYUSD,X,X,X,●,X,X,"FI43037T(台幣後收)
FI43037U(外幣後收)",X,X,X,X,X
高盛邊境市場債券,後收月配,美元,NNFMDHYDUSD,NNFMDHYD1,X,"91Y0038T(台幣申購)
91Y0038U(美元申購)",X,X,X,V,X,X,X,X,X,●,NNFMDHYDUS,X,X,X,●,X,X,"FI43038T(台幣後收)
FI43038U(外幣後收)",X,X,X,X,X
高盛邊境市場債券,後收月配,對沖澳幣,NNFMDHYDAUDH,NNFMDHYD2,X,"91Y0039T(台幣申購)
91Y0039A(澳幣申購)",X,X,X,V,X,X,X,X,X,●,NNFMDHYDAH,X,X,X,●,X,X,"FI43039T(台幣後收)
FI43039U(外幣後收)",X,X,X,X,X
高盛邊境市場債券,後收月配,對沖南非幣,NNFMDHYDZARH,NNFMDHYD3,X,"91Y0040T(台幣申購)
91Y0040Z(南非幣申購)",X,X,X,V,X,X,X,X,X,●,NNFMDHYDZH,X,X,X,●,X,X,"FI43040T(台幣後收)
FI43040U(外幣後收)",X,X,X,X,X
